caseid,democratic2016,inputstate,region,birthyr,gender,sexuality,trans,educ,edloan,race,employ,internethome,marstat,pew_religimp,religpew,child18,faminc_new,ownhome,urbancity,milstat_5,immstat,union,investor
415127566,1,4,West,1967,Female,Heterosexual,No,4-year,No,Hispanic,Homemaker,Broadband,Married,Somewhat important,Roman Catholic,No,7,Own,Suburb,Served,5,Never,Yes
417836972,0,31,Midwest,1945,Male,Heterosexual,No,4-year,Yes,White,Retired,Broadband,Married,Somewhat important,Protestant,No,9,Own,City,Served,5,Former,Yes
414200660,1,24,South,1963,Female,Heterosexual,No,Some college,Yes,Black,Permanently disabled,Broadband,Never Married,Very important,Protestant,Yes,6,Rent,Suburb,Never Served,5,Never,No
414351384,0,40,South,1965,Female,Heterosexual,No,High school graduate,No,White,Homemaker,Broadband,Married,Somewhat important,Protestant,No,6,Rent,City,Never Served,5,Never,No
418251158,0,9,Northeast,1936,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Widowed,Very important,Roman Catholic,No,9,Own,Suburb,Served,4,Never,Yes
412901622,1,27,Midwest,1978,Male,Gay,Yes,Post-grad,Yes,White,Full-time,Broadband,Married,Not at all important,Agnostic,No,7,Own,Rural area,Served,4,Current,No
415304385,1,17,Midwest,1996,Female,Heterosexual,No,4-year,Yes,Mixed,Part-time,Broadband,Never Married,Not at all important,Roman Catholic,No,5,Other,Suburb,Never Served,5,Never,No
413102899,0,34,Northeast,1968,Male,Heterosexual,No,4-year,No,Hispanic,Full-time,Broadband,Married,Somewhat important,Roman Catholic,No,9,Own,City,Never Served,3,Never,Yes
414566830,0,19,Midwest,1989,Female,Heterosexual,No,4-year,No,White,Permanently disabled,Broadband,Married,Somewhat important,Nothing in particular,Yes,16,Own,Rural area,Never Served,5,Never,No
417149225,1,22,South,1957,Male,Heterosexual,No,Some college,No,Black,Full-time,Broadband,Never Married,Very important,Protestant,No,4,Rent,City,Served,5,Never,Yes
418249045,1,17,Midwest,1952,Male,Gay,No,Post-grad,No,White,Retired,Broadband,Never Married,Not at all important,Roman Catholic,No,8,Own,Suburb,Served,3,Never,Yes
413545959,0,48,South,1973,Male,Heterosexual,No,Some college,No,White,Homemaker,Broadband,Married,Very important,Protestant,Yes,9,Own,Rural area,Never Served,5,Never,Yes
413563641,0,48,South,1946,Female,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Very important,Protestant,No,8,Own,Suburb,Served,5,Never,No
412368562,1,9,Northeast,1957,Female,Heterosexual,No,2-year,Yes,White,Full-time,Broadband,Divorced,Not at all important,Atheist,No,9,Rent,Town,Served,4,Former,Yes
415328204,1,48,South,1955,Female,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Married,Somewhat important,Roman Catholic,No,13,Own,City,Never Served,4,Never,Yes
418615596,1,33,Northeast,1975,Female,Heterosexual,No,4-year,No,White,Part-time,Broadband,Married,Not too important,Protestant,Yes,9,Own,Suburb,Never Served,4,Never,Yes
412338829,1,55,Midwest,1969,Female,Heterosexual,No,Some college,No,White,Permanently disabled,Broadband,Never Married,Somewhat important,Protestant,No,7,Rent,City,Served,5,Never,No
414412737,1,24,South,1962,Female,Heterosexual,No,High school graduate,No,White,Part-time,None,Domestic partnership,Not at all important,Protestant,No,5,Own,Rural area,Never Served,5,Former,No
417080777,0,25,Northeast,1941,Male,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Somewhat important,Roman Catholic,No,8,Own,Town,Served,4,Never,Yes
414219853,0,24,South,1970,Female,Heterosexual,No,2-year,No,Hispanic,Homemaker,Broadband,Never Married,Very important,Jewish,Yes,3,Own,Suburb,Never Served,1,Never,Yes
416328916,0,26,Midwest,1963,Female,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Married,Not too important,Roman Catholic,No,12,Own,Town,Served,5,Never,Yes
412434751,0,45,South,1956,Female,Heterosexual,No,High school graduate,No,White,Permanently disabled,Broadband,Divorced,Very important,Nothing in particular,No,3,Own,Rural area,Never Served,5,Never,No
414165178,1,34,Northeast,1947,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Domestic partnership,Very important,Roman Catholic,No,5,Own,Suburb,Never Served,5,Former,No
415740689,1,42,Northeast,1983,Female,Heterosexual,No,4-year,No,White,Homemaker,Broadband,Married,Not too important,Jewish,Yes,10,Own,Rural area,Never Served,5,Never,Yes
412393930,1,13,South,1978,Female,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Married,Not too important,Nothing in particular,Yes,11,Own,Suburb,Never Served,5,Never,Yes
412388123,1,54,South,1955,Female,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Married,Very important,Roman Catholic,Yes,12,Own,Suburb,Served,5,Current,Yes
417834357,0,12,South,1946,Male,Heterosexual,No,2-year,No,White,Retired,Broadband,Married,Very important,Roman Catholic,No,8,Rent,Suburb,Served,4,Current,Yes
420175794,1,12,South,1997,Female,Heterosexual,No,Some college,No,White,Student,Broadband,Never Married,Not at all important,Jewish,No,9,Rent,Town,Never Served,5,Never,No
414317008,1,6,West,1951,Male,Heterosexual,No,Some college,No,Black,Retired,Broadband,Divorced,Not at all important,Nothing in particular,No,3,Rent,Suburb,Served,5,Never,No
414320537,1,12,South,1964,Male,Heterosexual,No,Post-grad,Yes,Hispanic,Full-time,Broadband,Divorced,Very important,Buddhist,No,6,Rent,City,Never Served,3,Never,No
415722094,1,26,Midwest,1964,Male,Heterosexual,No,4-year,No,White,Homemaker,Broadband,Married,Not too important,Roman Catholic,Yes,10,Own,Suburb,Served,4,Former,No
417353844,1,48,South,1958,Male,Gay,No,4-year,No,White,Full-time,Broadband,Widowed,Very important,Protestant,No,7,Own,Town,Served,5,Never,Yes
418250505,0,54,South,1961,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Very important,Protestant,No,11,Own,Town,Served,5,Current,Yes
416756337,0,9,Northeast,1961,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Somewhat important,Roman Catholic,Yes,9,Own,Town,Never Served,4,Never,Yes
415813344,1,27,Midwest,1987,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Never Married,Very important,Roman Catholic,No,5,Own,City,Never Served,5,Never,Yes
412318376,1,39,Midwest,1953,Female,Heterosexual,No,2-year,No,Black,Retired,Broadband,Divorced,Very important,Protestant,Yes,9,Own,Suburb,Served,5,Never,No
412956097,1,12,South,1980,Female,Heterosexual,No,Some college,No,Asian,Full-time,Broadband,Never Married,Not at all important,Nothing in particular,No,11,Own,Suburb,Served,1,Never,No
413824595,0,42,Northeast,1963,Male,Heterosexual,No,Post-grad,No,White,Unemployed,Broadband,Married,Very important,Protestant,Yes,10,Own,Rural area,Served,5,Never,Yes
412745897,1,36,Northeast,1990,Female,Other,No,Post-grad,Yes,Other,Full-time,Broadband,Never Married,Not too important,Jewish,No,6,Rent,Suburb,Never Served,3,Never,No
410923825,1,42,Northeast,1970,Female,Heterosexual,No,2-year,Yes,White,Permanently disabled,Broadband,Married,Not at all important,Nothing in particular,No,4,Own,Town,Served,5,Former,Yes
416694302,0,6,West,1974,Female,Heterosexual,No,2-year,No,White,Full-time,Broadband,Divorced,Not too important,Nothing in particular,Yes,6,Own,City,Served,4,Never,Yes
412334376,1,11,South,1981,Male,Heterosexual,Prefer not to say,Post-grad,No,White,Full-time,Broadband,Married,Not at all important,Agnostic,Yes,12,Own,City,Served,4,Never,Yes
413026649,0,48,South,1970,Male,Prefer not to say,No,4-year,No,White,Full-time,Broadband,Never Married,Not too important,Nothing in particular,No,7,Own,City,Served,5,Never,No
410937139,0,4,West,1956,Female,Heterosexual,No,No HS,No,White,Full-time,Broadband,Never Married,Somewhat important,Roman Catholic,No,5,Own,Suburb,Never Served,4,Never,No
412287036,0,6,West,1990,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Very important,Protestant,Yes,9,Own,Suburb,Never Served,5,Never,Yes
412405858,1,37,South,1969,Female,Heterosexual,No,High school graduate,No,Mixed,Homemaker,Broadband,Never Married,Very important,Protestant,Yes,2,Rent,City,Served,5,Never,No
412294158,0,29,Midwest,1962,Female,Heterosexual,No,High school graduate,No,White,Homemaker,Broadband,Married,Not at all important,Nothing in particular,No,7,Own,Rural area,Served,5,Never,No
416126317,0,42,Northeast,1946,Male,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Somewhat important,Protestant,No,7,Own,Suburb,Served,4,Current,Yes
411860691,0,29,Midwest,1955,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Divorced,Somewhat important,Protestant,No,4,Own,Suburb,Served,5,Former,Yes
414174691,0,6,West,1994,Female,Bisexual,No,Some college,No,White,Full-time,Broadband,Never Married,Not too important,Nothing in particular,Yes,6,Rent,Suburb,Never Served,5,Never,No
412612009,0,51,South,1942,Female,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Widowed,Very important,Protestant,No,3,Own,Rural area,Never Served,5,Never,No
412491428,1,23,Northeast,1993,Female,Heterosexual,Prefer not to say,High school graduate,No,White,Homemaker,Broadband,Never Married,Not at all important,Nothing in particular,Yes,3,Rent,Rural area,Never Served,5,Never,No
412893628,1,55,Midwest,1950,Female,Heterosexual,No,High school graduate,No,White,Part-time,Broadband,Widowed,Very important,Roman Catholic,No,3,Own,Rural area,Never Served,5,Never,No
413342203,1,20,Midwest,1956,Male,Heterosexual,No,Some college,No,White,Other,Broadband,Married,Not at all important,Agnostic,No,10,Own,Rural area,Served,4,Never,Yes
420166151,0,40,South,1949,Male,Heterosexual,No,4-year,Yes,White,Retired,Broadband,Married,Very important,Protestant,No,8,Own,Suburb,Served,5,Never,Yes
412307714,1,4,West,1939,Female,Heterosexual,No,Some college,No,Black,Retired,Broadband,Divorced,Very important,Protestant,No,8,Rent,City,Served,5,Former,No
412152333,0,29,Midwest,1955,Male,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Married,Very important,Protestant,No,6,Own,Town,Served,5,Never,No
410938728,0,26,Midwest,1937,Female,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Widowed,Not too important,Protestant,No,12,Own,Suburb,Never Served,4,Never,Yes
412275983,0,53,West,1965,Male,Heterosexual,No,4-year,Yes,Mixed,Full-time,Broadband,Married,Very important,Mormon,No,10,Own,Suburb,Served,5,Never,Yes
416483674,0,25,Northeast,1983,Male,Heterosexual,No,4-year,Yes,Hispanic,Full-time,Dial-up,Married,Very important,Protestant,Yes,7,Rent,City,Never Served,1,Never,No
415517882,1,6,West,1977,Male,Gay,Yes,Some college,No,Hispanic,Full-time,Broadband,Married,Somewhat important,Roman Catholic,Yes,5,Own,Suburb,Never Served,3,Never,No
410747664,1,18,Midwest,1963,Female,Heterosexual,No,4-year,Yes,Black,Full-time,Broadband,Married,Very important,Protestant,No,13,Own,City,Served,5,Current,Yes
412458857,1,8,West,1961,Male,Gay,No,High school graduate,No,White,Retired,Broadband,Married,Not at all important,Atheist,No,9,Own,Suburb,Served,5,Former,Yes
415304472,0,4,West,1984,Male,Heterosexual,No,Some college,No,Black,Full-time,None,Never Married,Very important,Protestant,No,10,Own,Town,Served,5,Current,Yes
412921381,1,39,Midwest,1951,Male,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Married,Not too important,Roman Catholic,No,5,Own,City,Served,4,Former,Yes
417352830,1,35,West,1948,Male,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Married,Not at all important,Agnostic,No,9,Own,Rural area,Never Served,4,Former,Yes
412020010,1,6,West,1966,Female,Heterosexual,No,Post-grad,Yes,Hispanic,Full-time,Broadband,Divorced,Not too important,Nothing in particular,No,9,Own,Suburb,Served,5,Current,Yes
413117523,0,12,South,1983,Female,Heterosexual,No,2-year,Yes,Hispanic,Full-time,Broadband,Never Married,Somewhat important,Protestant,Yes,7,Rent,City,Never Served,3,Never,Yes
412954361,0,36,Northeast,1949,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Very important,Eastern Orthodox,Yes,7,Rent,Suburb,Served,4,Never,Yes
414892394,1,12,South,1993,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Never Married,Not at all important,Atheist,No,7,Own,Suburb,Never Served,5,Former,Yes
418250278,0,9,Northeast,1946,Male,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Very important,Roman Catholic,No,12,Own,Town,Served,4,Former,Yes
412903983,0,17,Midwest,1959,Male,Heterosexual,No,High school graduate,No,White,Unemployed,Broadband,Never Married,Somewhat important,Something else,No,2,Rent,City,Never Served,5,Former,No
420259225,0,32,West,1997,Female,Heterosexual,No,Some college,No,White,Student,Broadband,Never Married,Not at all important,Nothing in particular,No,1,Rent,City,Never Served,5,Never,No
417618400,1,16,West,1949,Male,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Divorced,Very important,Roman Catholic,Yes,8,Rent,City,Served,4,Never,Yes
415706974,0,48,South,1961,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Not too important,Protestant,No,8,Own,City,Never Served,5,Never,Yes
412294056,0,4,West,1967,Female,Heterosexual,No,Some college,No,White,Full-time,Broadband,Divorced,Not too important,Something else,No,5,Rent,City,Served,5,Former,Yes
412019896,0,16,West,1941,Female,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Married,Somewhat important,Protestant,No,9,Own,Suburb,Served,4,Former,Yes
410938934,0,6,West,1961,Male,Gay,No,Post-grad,No,White,Retired,Broadband,Married,Not at all important,Nothing in particular,No,9,Own,City,Served,5,Never,Yes
413589482,0,26,Midwest,1957,Female,Heterosexual,No,High school graduate,No,White,Homemaker,Broadband,Married,Not too important,Nothing in particular,No,6,Own,Rural area,Never Served,5,Current,Yes
412374009,1,45,South,1962,Female,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Divorced,Not too important,Nothing in particular,No,5,Own,Suburb,Served,5,Never,No
420339355,1,49,West,1996,Male,Gay,No,Some college,No,White,Student,Broadband,Never Married,Not at all important,Atheist,No,2,Other,Suburb,Never Served,5,Never,No
412435186,1,26,Midwest,1990,Female,Heterosexual,No,Post-grad,No,Mixed,Full-time,Broadband,Never Married,Not at all important,Nothing in particular,No,6,Own,Suburb,Never Served,4,Current,Yes
412398812,0,36,Northeast,1967,Female,Heterosexual,No,4-year,No,White,Full-time,Broadband,Never Married,Somewhat important,Roman Catholic,No,10,Rent,Suburb,Served,4,Never,Yes
415594693,0,37,South,1942,Female,Heterosexual,No,No HS,No,White,Retired,Broadband,Married,Very important,Protestant,No,6,Own,Suburb,Served,5,Never,No
417617984,1,10,South,1966,Male,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Married,Somewhat important,Buddhist,No,12,Own,Suburb,Never Served,5,Never,Yes
412325335,0,18,Midwest,1952,Female,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Divorced,Very important,Protestant,No,3,Own,City,Served,5,Never,No
414729159,1,47,South,1951,Female,Heterosexual,No,No HS,No,Black,Retired,Broadband,Married,Very important,Protestant,No,1,Own,City,Served,5,Never,No
415218436,0,47,South,1992,Male,Prefer not to say,Prefer not to say,No HS,No,Native American,Part-time,Broadband,Never Married,Not at all important,Nothing in particular,No,6,Own,Suburb,Never Served,5,Never,No
416122157,0,42,Northeast,1945,Male,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Not too important,Roman Catholic,No,6,Own,Rural area,Never Served,4,Never,Yes
412293885,1,36,Northeast,1943,Female,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Somewhat important,Something else,No,10,Own,Suburb,Served,5,Former,Yes
416823540,0,27,Midwest,1969,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Never Married,Not too important,Agnostic,No,3,Own,City,Served,5,Former,Yes
412987128,0,40,South,1976,Female,Heterosexual,No,Some college,Yes,White,Full-time,Broadband,Married,Somewhat important,Protestant,No,8,Own,Suburb,Served,5,Current,Yes
413076347,1,25,Northeast,1992,Male,Gay,No,Post-grad,No,White,Student,Broadband,Never Married,Not at all important,Atheist,No,7,Rent,City,Never Served,5,Current,Yes
417617404,1,4,West,1959,Male,Bisexual,No,Some college,No,White,Full-time,Broadband,Divorced,Very important,Roman Catholic,No,8,Own,City,Served,4,Never,Yes
412956328,1,55,Midwest,1987,Male,Heterosexual,No,Post-grad,Yes,Asian,Full-time,Broadband,Married,Not at all important,Agnostic,No,7,Rent,City,Never Served,1,Never,No
415777433,1,37,South,1982,Male,Heterosexual,No,2-year,No,White,Full-time,Broadband,Married,Not too important,Roman Catholic,Yes,7,Own,City,Never Served,5,Never,No
412398360,0,27,Midwest,1974,Male,Heterosexual,No,No HS,No,White,Permanently disabled,Broadband,Never Married,Not at all important,Atheist,Yes,1,Rent,City,Never Served,5,Never,No
411985481,1,48,South,1952,Male,Heterosexual,No,4-year,No,White,Homemaker,Broadband,Married,Somewhat important,Protestant,No,8,Own,Suburb,Served,5,Never,No
413478516,1,37,South,1982,Male,Heterosexual,No,2-year,Yes,Black,Full-time,Broadband,Never Married,Not at all important,Agnostic,No,2,Rent,Town,Never Served,5,Never,No
412400040,0,53,West,1963,Female,Heterosexual,No,No HS,No,White,Permanently disabled,Broadband,Divorced,Very important,Something else,No,1,Rent,Town,Served,5,Never,No
412334438,0,48,South,1972,Male,Heterosexual,No,4-year,Yes,White,Full-time,Broadband,Married,Very important,Protestant,Yes,10,Own,Suburb,Never Served,5,Never,Yes
412457110,1,6,West,1985,Female,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Never Married,Not at all important,Nothing in particular,No,5,Rent,City,Never Served,5,Never,No
412278664,1,49,West,1992,Female,Other,No,2-year,No,White,Full-time,Broadband,Never Married,Not at all important,Nothing in particular,No,4,Rent,City,Never Served,5,Current,No
